name,org,url,id,Label,citations,h_index,study_field
pietro baroni,University of Brescia,https://scholar.google.com/citations?hl=it&user=wwp26W4AAAAJ,1749,"pietro baroni - University of Brescia - ['Artificial Intelligence', 'Computational argumentation', 'Uncertainty representation']",5175,32,"['Artificial Intelligence', 'Computational argumentation', 'Uncertainty representation']"
luca tarasi,University of Bologna,https://scholar.google.com/citations?hl=it&user=6gOBaEUAAAAJ,1750,"luca tarasi - University of Bologna - ['Cognitive neuroscience', 'Predictive Styles', 'Brain oscillations', 'Perceptual decision-making']",167,7,"['Cognitive neuroscience', 'Predictive Styles', 'Brain oscillations', 'Perceptual decision-making']"
mariagrazia benassi,Università di Bologna,https://scholar.google.com/citations?hl=it&user=y1wVYAgAAAAJ,1751,"mariagrazia benassi - Università di Bologna - ['Learning', 'Perception', 'Eye movements', 'Psychometrics']",1704,19,"['Learning', 'Perception', 'Eye movements', 'Psychometrics']"
aisling dolan,University of Leeds,https://scholar.google.com/citations?hl=it&user=0U4UmmUAAAAJ,1752,"aisling dolan - University of Leeds - ['palaeoclimatology', 'ice sheets', 'computer modelling', 'palaeo@leeds']",3919,31,"['palaeoclimatology', 'ice sheets', 'computer modelling', 'palaeo@leeds']"
salem benferhat,Artois University,https://scholar.google.com/citations?hl=it&user=-3kO5x0AAAAJ,1753,"salem benferhat - Artois University - ['Artificial Intelligence', 'data fusion and knowledge reparation', 'computer security', 'description logics and uncertainty']",10054,48,"['Artificial Intelligence', 'data fusion and knowledge reparation', 'computer security', 'description logics and uncertainty']"
fariba sadri,Imperial College London,https://scholar.google.com/citations?hl=it&user=1CN_q7kAAAAJ,1754,"fariba sadri - Imperial College London - ['Artificial Intelligence', 'Logic Programming']",4707,32,"['Artificial Intelligence', 'Logic Programming']"
ian stark,University of Edinburgh,https://scholar.google.com/citations?hl=it&user=_WljoL8AAAAJ,1755,"ian stark - University of Edinburgh - ['Programming Languages', 'Concurrency', 'Verification']",2236,23,"['Programming Languages', 'Concurrency', 'Verification']"
pompeu casanovas,"Professor on AI, Law and Ethics at  AI Research Institute of the Spanish National Research Council",https://scholar.google.com/citations?hl=it&user=TuaZkuwAAAAJ,1756,"pompeu casanovas - Professor on AI, Law and Ethics at  AI Research Institute of the Spanish National Research Council - ['law and technology', 'law and society', 'law and the semantic web', 'artificial intelligence and law', 'intellectual history']",6126,37,"['law and technology', 'law and society', 'law and the semantic web', 'artificial intelligence and law', 'intellectual history']"
eric guerci,Université de Nice Sophia Antipolis,https://scholar.google.com/citations?hl=it&user=R7fDbEoAAAAJ,1757,eric guerci - Université de Nice Sophia Antipolis - ['Economia'],469,10,['Economia']
uwe köckemann,Örebro University,https://scholar.google.com/citations?hl=it&user=4r9V6dYAAAAJ,1758,"uwe köckemann - Örebro University - ['Computer Science', 'Artificial Intelligence', 'Automated Planning', 'Constraint Satisfaction', 'Robotics']",333,8,"['Computer Science', 'Artificial Intelligence', 'Automated Planning', 'Constraint Satisfaction', 'Robotics']"
andrea corradini,University of Pisa,https://scholar.google.com/citations?hl=it&user=_oy9y88AAAAJ,1761,andrea corradini - University of Pisa - ['Theoretical Computer Science'],6056,39,['Theoretical Computer Science']
cynthia rudin,Duke University,https://scholar.google.com/citations?hl=it&user=mezKJyoAAAAJ,1762,"cynthia rudin - Duke University - ['machine learning', 'interpretability', 'data science']",21792,55,"['machine learning', 'interpretability', 'data science']"
sam joseph,Hawaii Pacific University,https://scholar.google.com/citations?hl=it&user=SslTbocAAAAJ,1763,"sam joseph - Hawaii Pacific University - ['Artificial Intelligence', 'Machine Learning', 'Natural Language Processing', 'Game Design', 'Mobile Design']",1665,18,"['Artificial Intelligence', 'Machine Learning', 'Natural Language Processing', 'Game Design', 'Mobile Design']"
francesco giuliani,"Director of ICT, Innovation & Research Dpt.",https://scholar.google.com/citations?hl=it&user=Gd1OfvIAAAAJ,1765,"francesco giuliani - Director of ICT, Innovation & Research Dpt. - ['digital transformation in healthcare']",1364,22,['digital transformation in healthcare']
paolo nichelli,Università di Modena e Reggio Emilia,https://scholar.google.com/citations?hl=it&user=PoRb4oAAAAAJ,1766,"paolo nichelli - Università di Modena e Reggio Emilia - ['neurologia cognitiva', 'neuropsicologia', 'neuroimaging']",12929,56,"['neurologia cognitiva', 'neuropsicologia', 'neuroimaging']"
nina narodytska,VMware Research,https://scholar.google.com/citations?hl=it&user=pQw6xK4AAAAJ,1767,"nina narodytska - VMware Research - ['Artificial Intelligence', 'Optimization']",4054,31,"['Artificial Intelligence', 'Optimization']"
renato zaccaria,Università di Genova,https://scholar.google.com/citations?hl=it&user=tocnT2EAAAAJ,1768,"renato zaccaria - Università di Genova - ['intelligenza artificiale', 'robotica', 'ambient intelligence automazione']",2627,27,"['intelligenza artificiale', 'robotica', 'ambient intelligence automazione']"
slavica tomovic,"Research assistant, University of Montenegro",https://scholar.google.com/citations?hl=it&user=pERDQAoAAAAJ,1769,"slavica tomovic - Research assistant, University of Montenegro - ['SDN', 'networking', '5G', 'QoS']",971,13,"['SDN', 'networking', '5G', 'QoS']"
marcello cirillo,Scania,https://scholar.google.com/citations?hl=it&user=_ZHpXWwAAAAJ,1770,"marcello cirillo - Scania - ['Artificial Intelligence', 'Planning', 'Task Planning', 'Path Planning', 'Robotics']",929,18,"['Artificial Intelligence', 'Planning', 'Task Planning', 'Path Planning', 'Robotics']"
claudio gennaro,"ISTI-CNR, Pisa",https://scholar.google.com/citations?hl=it&user=sbFBI4IAAAAJ,1771,"claudio gennaro - ISTI-CNR, Pisa - []",3954,32,[]
monica palmirani,University of Bologna,https://scholar.google.com/citations?hl=it&user=G5C54V4AAAAJ,1772,"monica palmirani - University of Bologna - ['Legal XML', 'Legal Ontologies', 'eGovernment', 'Legal Rules']",2827,27,"['Legal XML', 'Legal Ontologies', 'eGovernment', 'Legal Rules']"
melissa zavaglia,TUM,https://scholar.google.com/citations?hl=it&user=LoT16AsAAAAJ,1773,"melissa zavaglia - TUM - ['Computational Neuroscience', 'Brain Machine Interface']",1868,18,"['Computational Neuroscience', 'Brain Machine Interface']"
philipp cimiano,"Professor for Computer Science, Bielefeld University",https://scholar.google.com/citations?hl=it&user=ZyR3798AAAAJ,1774,"philipp cimiano - Professor for Computer Science, Bielefeld University - ['Semantic Web', 'Text Mining', 'Natural Language Processing']",17997,65,"['Semantic Web', 'Text Mining', 'Natural Language Processing']"
michael bieber,New Jersey Institute of Technology,https://scholar.google.com/citations?hl=it&user=wNRvjqkAAAAJ,1775,"michael bieber - New Jersey Institute of Technology - ['learning sciences (educational research)', 'lightweight systems integration', 'relationship analysis (as part of the software engineering process)', 'automatic link generation', 'hypermedia']",3386,30,"['learning sciences (educational research)', 'lightweight systems integration', 'relationship analysis (as part of the software engineering process)', 'automatic link generation', 'hypermedia']"
matteo antonio inajetovic,Technische Universität Berlin,https://scholar.google.com/citations?hl=it&user=hrbbzikAAAAJ,1778,"matteo antonio inajetovic - Technische Universität Berlin - ['Quantum Computing', 'Quantum Machine Learning', 'Variational Algorithms', 'NLP']",12,2,"['Quantum Computing', 'Quantum Machine Learning', 'Variational Algorithms', 'NLP']"
gianluca troiani,Italian National Research Council,https://scholar.google.com/citations?hl=it&user=_T9x2agAAAAJ,1779,"gianluca troiani - Italian National Research Council - ['semantic web', 'web standards', 'CSS', 'responsive web design']",57,5,"['semantic web', 'web standards', 'CSS', 'responsive web design']"
helmut simonis,Insight Centre for Data Analytics,https://scholar.google.com/citations?hl=it&user=RHIj4boAAAAJ,1783,"helmut simonis - Insight Centre for Data Analytics - ['Constraint Programming', 'Optimisation', 'AI']",4244,30,"['Constraint Programming', 'Optimisation', 'AI']"
george katsirelos,INRAE,https://scholar.google.com/citations?hl=it&user=EvD8ClcAAAAJ,1784,"george katsirelos - INRAE - ['Artificial Intelligence', 'Constraint Satisfaction', 'Boolean Satisfiability', 'Combinatorial Optimization']",1836,23,"['Artificial Intelligence', 'Constraint Satisfaction', 'Boolean Satisfiability', 'Combinatorial Optimization']"
luisa zanolla,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=fFgqfosAAAAJ,1786,"luisa zanolla - Affiliazione sconosciuta - ['cardiology', 'heart failure']",7147,48,"['cardiology', 'heart failure']"
davide petturiti,University of Perugia,https://scholar.google.com/citations?hl=it&user=0SNrTe4AAAAJ,1787,"davide petturiti - University of Perugia - ['Decision theory', 'probability theory', 'non-additive uncertainty measures']",547,13,"['Decision theory', 'probability theory', 'non-additive uncertainty measures']"
alexander groessing,Universität Wien,https://scholar.google.com/citations?hl=it&user=--BM1P8AAAAJ,1788,"alexander groessing - Universität Wien - ['Neuroplasticity', 'Clinical Neuroscience']",13,1,"['Neuroplasticity', 'Clinical Neuroscience']"
yoann stussi,University of Geneva,https://scholar.google.com/citations?hl=it&user=wcOwItAAAAAJ,1790,"yoann stussi - University of Geneva - ['Emotion', 'Learning', 'Conditioning', 'Reinforcement learning', 'Psychophysiology']",185,7,"['Emotion', 'Learning', 'Conditioning', 'Reinforcement learning', 'Psychophysiology']"
stefano severi,University of Bologna,https://scholar.google.com/citations?hl=it&user=-RdpPx4AAAAJ,1791,stefano severi - University of Bologna - ['Computational Electrophysiology'],4066,35,['Computational Electrophysiology']
nadia pocher,"Postdoctoral researcher, SnT, Interdisciplinary Centre for Security, Reliability and Trust",https://scholar.google.com/citations?hl=it&user=c-TRl-YAAAAJ,1792,"nadia pocher - Postdoctoral researcher, SnT, Interdisciplinary Centre for Security, Reliability and Trust - ['Regulation of Digital Assets and (De)centralized Financial Ecosystems']",81,5,['Regulation of Digital Assets and (De)centralized Financial Ecosystems']
andrea formisano,"Università Federico II, Napoli",https://scholar.google.com/citations?hl=it&user=eCDfmMAAAAAJ,1795,"andrea formisano - Università Federico II, Napoli - ['Telecomunicazioni', 'Informatica', 'Deep Learning']",11,1,"['Telecomunicazioni', 'Informatica', 'Deep Learning']"
emmanuele tidoni,University of Leeds,https://scholar.google.com/citations?hl=it&user=tc4WHbYAAAAJ,1796,emmanuele tidoni - University of Leeds - ['Social Neuroscience'],1724,20,['Social Neuroscience']
yann régis-gianas,Paris Diderot University,https://scholar.google.com/citations?hl=it&user=-hyJ7CkAAAAJ,1799,"yann régis-gianas - Paris Diderot University - ['Programming language', 'Proof assistant']",670,15,"['Programming language', 'Proof assistant']"
marco steinhauser,Catholic University of Eichstätt-Ingolstadt,https://scholar.google.com/citations?hl=it&user=_-XbahQAAAAJ,1800,"marco steinhauser - Catholic University of Eichstätt-Ingolstadt - ['Cognitive Psychology', 'Cognitive Neuroscience']",5274,33,"['Cognitive Psychology', 'Cognitive Neuroscience']"
arnaud lallouet,Huawei Technologies Ltd,https://scholar.google.com/citations?hl=it&user=sbAsRcsAAAAJ,1801,"arnaud lallouet - Huawei Technologies Ltd - ['Artificial intelligence', 'Constraint Programming', 'Machine Learning']",507,11,"['Artificial intelligence', 'Constraint Programming', 'Machine Learning']"
leonardo fogassi,"professore di fisiologia, Università di Parma",https://scholar.google.com/citations?hl=it&user=49IA8fUAAAAJ,1802,"leonardo fogassi - professore di fisiologia, Università di Parma - ['Neuroscienze']",66634,72,['Neuroscienze']
lorenza giupponi,Ericsson,https://scholar.google.com/citations?hl=it&user=nPKg7R8AAAAJ,1804,"lorenza giupponi - Ericsson - ['SON', 'Hetnets', 'machine learning', 'NR', 'coexistence']",5130,38,"['SON', 'Hetnets', 'machine learning', 'NR', 'coexistence']"
luca zuliani,University of Verona,https://scholar.google.com/citations?hl=it&user=JL3-z3kAAAAJ,1806,"luca zuliani - University of Verona - ['biotechnology', 'lignocellulose', 'thermophilic microorganisms', 'microalgae', 'photosynthesis']",195,6,"['biotechnology', 'lignocellulose', 'thermophilic microorganisms', 'microalgae', 'photosynthesis']"
lila davachi,Columbia University,https://scholar.google.com/citations?hl=it&user=MVfuAVAAAAAJ,1808,"lila davachi - Columbia University - ['cognitive neuroscience', 'memory', 'learning', 'motivation', 'affect']",16860,69,"['cognitive neuroscience', 'memory', 'learning', 'motivation', 'affect']"
riccardo paracampo,Netherlands Institute for Neuroscience,https://scholar.google.com/citations?hl=it&user=Ix1kVWMAAAAJ,1809,"riccardo paracampo - Netherlands Institute for Neuroscience - ['empathy', 'mirror neurons', 'tms', 'emotions', 'empathic accuracy']",464,8,"['empathy', 'mirror neurons', 'tms', 'emotions', 'empathic accuracy']"
tom duckett,University of Lincoln,https://scholar.google.com/citations?hl=it&user=et1GU2EAAAAJ,1810,"tom duckett - University of Lincoln - ['Robotics and Autonomous Systems', 'AI', 'Machine Perception', 'Robotic Mapping', 'Chronorobotics']",9394,51,"['Robotics and Autonomous Systems', 'AI', 'Machine Perception', 'Robotic Mapping', 'Chronorobotics']"
christopher timmermann,Imperial College London,https://scholar.google.com/citations?hl=it&user=ezYk7h0AAAAJ,1811,"christopher timmermann - Imperial College London - ['Neuroscience', 'Psychology', 'Consciousness', 'Psychedelics', 'Meditation']",2526,26,"['Neuroscience', 'Psychology', 'Consciousness', 'Psychedelics', 'Meditation']"
mari carmen suárez-figueroa,Universidad Politécnica de Madrid,https://scholar.google.com/citations?hl=it&user=CU3kfTgAAAAJ,1812,"mari carmen suárez-figueroa - Universidad Politécnica de Madrid - ['Artificial Intelligence', 'Cognitive Accessibility', 'Easy-to-Read Methodology', 'Ontology Engineering', 'Semantic Web']",4657,31,"['Artificial Intelligence', 'Cognitive Accessibility', 'Easy-to-Read Methodology', 'Ontology Engineering', 'Semantic Web']"
franco gatti,Università Ca’ Foscari Venezia,https://scholar.google.com/citations?hl=it&user=gzEw0SQAAAAJ,1813,franco gatti - Università Ca’ Foscari Venezia - [],16,3,[]
chiara buratti,University of Bologna,https://scholar.google.com/citations?hl=it&user=3-aJAqYAAAAJ,1815,"chiara buratti - University of Bologna - ['Wireless Sensor Networks', 'Body Area Networks']",4744,27,"['Wireless Sensor Networks', 'Body Area Networks']"
luciano silva,Universidade Federal do Parana,https://scholar.google.com/citations?hl=it&user=_xB5NUgAAAAJ,1816,"luciano silva - Universidade Federal do Parana - ['Computer Vision', 'Biometrics', 'Digital Art Preservation']",3046,25,"['Computer Vision', 'Biometrics', 'Digital Art Preservation']"
