name,org,url,id,Label,citations,h_index,study_field
magnus egerstedt,UC Irvine,https://scholar.google.com/citations?hl=it&user=hYMvCbwAAAAJ,954,"magnus egerstedt - UC Irvine - ['Control Theory', 'Robotics']",27863,69,"['Control Theory', 'Robotics']"
dimitrios velenis,imec,https://scholar.google.com/citations?hl=it&user=17Qw5lgAAAAJ,955,dimitrios velenis - imec - ['3D integration and silicon photonics technologies'],1501,17,['3D integration and silicon photonics technologies']
giovanni cherubini,"Research Staff Member, IBM Research - Zurich",https://scholar.google.com/citations?hl=it&user=J6NdeI4AAAAJ,956,"giovanni cherubini - Research Staff Member, IBM Research - Zurich - ['Big data', 'nanotechnology', 'machine learning', 'artificial intelligence']",5593,33,"['Big data', 'nanotechnology', 'machine learning', 'artificial intelligence']"
lorenzo sforni,University of Bologna,https://scholar.google.com/citations?hl=it&user=GO2TUxMAAAAJ,957,lorenzo sforni - University of Bologna - ['Optimal Control'],9,1,['Optimal Control']
cristiano aguzzi,University of Bologna,https://scholar.google.com/citations?hl=it&user=5lme6n4AAAAJ,958,"cristiano aguzzi - University of Bologna - ['Semantic Web', 'Web of Things']",278,9,"['Semantic Web', 'Web of Things']"
mirko degli esposti,University of Bologna,https://scholar.google.com/citations?hl=it&user=flhs-gwAAAAJ,960,"mirko degli esposti - University of Bologna - ['dynamical systems', 'complex systems', 'information theory']",1541,21,"['dynamical systems', 'complex systems', 'information theory']"
elio masciari,Università Federico II Napoli,https://scholar.google.com/citations?hl=it&user=wWVVCzIAAAAJ,961,"elio masciari - Università Federico II Napoli - ['Database', 'Big Data', 'Machine Learning']",1912,25,"['Database', 'Big Data', 'Machine Learning']"
francesco gullo,"Associate Professor, University of L'Aquila",https://scholar.google.com/citations?hl=it&user=ueZsy3wAAAAJ,962,"francesco gullo - Associate Professor, University of L'Aquila - ['Artificial Intelligence', 'Data Science', 'Machine Learning', 'Algorithms']",2387,28,"['Artificial Intelligence', 'Data Science', 'Machine Learning', 'Algorithms']"
paolo burgio,Università di Modena e Reggio Emilia,https://scholar.google.com/citations?hl=it&user=qBBn760AAAAJ,963,"paolo burgio - Università di Modena e Reggio Emilia - ['Many-core systems', 'Embedded System', 'Programming models', 'Real-time systems']",697,16,"['Many-core systems', 'Embedded System', 'Programming models', 'Real-time systems']"
vincenzo moscato,"University of Naples ""Federico II",https://scholar.google.com/citations?hl=it&user=0FXky6Cr1RoC,964,"vincenzo moscato - University of Naples ""Federico II - ['Multimedia', 'Big Data', 'Artificial Intelligence', 'Recommender Systems', 'Social Network Analysis']",4528,41,"['Multimedia', 'Big Data', 'Artificial Intelligence', 'Recommender Systems', 'Social Network Analysis']"
mohammadreza chamanbaz,"Research Fellow, Rio Tinto Centre for Mine Automation, Australian Centre for Field Robotics",https://scholar.google.com/citations?hl=it&user=i1EhVykAAAAJ,965,"mohammadreza chamanbaz - Research Fellow, Rio Tinto Centre for Mine Automation, Australian Centre for Field Robotics - ['Randomization', 'Robust Control', 'Optimization']",390,10,"['Randomization', 'Robust Control', 'Optimization']"
luca cernuzzi,"Universidad Católica ""Nuestra Señora de la Asunción""",https://scholar.google.com/citations?hl=it&user=pa79bD8AAAAJ,966,"luca cernuzzi - Universidad Católica ""Nuestra Señora de la Asunción"" - ['Software Engineering', 'Social Informatics']",1281,17,"['Software Engineering', 'Social Informatics']"
vito trianni,National Research Council,https://scholar.google.com/citations?hl=it&user=WTQ2f0QAAAAJ,967,"vito trianni - National Research Council - ['Swarm Intelligence', 'Swarm Robotics', 'Self-Organisation', 'Complex Systems', 'Cognitive Sciences']",7011,42,"['Swarm Intelligence', 'Swarm Robotics', 'Self-Organisation', 'Complex Systems', 'Cognitive Sciences']"
carlo sartiani,Università della Basilicata,https://scholar.google.com/citations?hl=it&user=dqtH-1MAAAAJ,968,carlo sartiani - Università della Basilicata - ['Databases'],1057,17,['Databases']
dominika tkaczyk,Crossref,https://scholar.google.com/citations?hl=it&user=pk9aObIAAAAJ,969,"dominika tkaczyk - Crossref - ['computer science', 'machine learning', 'document analysis']",897,17,"['computer science', 'machine learning', 'document analysis']"
ali ghandour,University of Münster,https://scholar.google.com/citations?hl=it&user=NvYCEzoAAAAJ,970,"ali ghandour - University of Münster - ['Islamic theology', 'Sufism', 'ethics', 'sexuality', 'cultural history']",55,5,"['Islamic theology', 'Sufism', 'ethics', 'sexuality', 'cultural history']"
phil aupke,PhD Student,https://scholar.google.com/citations?hl=it&user=94T9pFcAAAAJ,971,"phil aupke - PhD Student - ['Machine Learning', 'Energy']",31,3,"['Machine Learning', 'Energy']"
pierre schaus,UCLouvain,https://scholar.google.com/citations?hl=it&user=5sYmY3EAAAAJ,972,"pierre schaus - UCLouvain - ['Computer Science', 'Constraint Programming', 'Artificial Intelligence', 'Discrete Optimization']",2336,27,"['Computer Science', 'Constraint Programming', 'Artificial Intelligence', 'Discrete Optimization']"
jakub krzywda,Umeå University,https://scholar.google.com/citations?hl=it&user=f6uQ9BkAAAAJ,974,"jakub krzywda - Umeå University - ['Distributed systems', 'Cloud computing', 'Power-performance tradeoffs', 'Power budgeting', 'Power capping']",137,5,"['Distributed systems', 'Cloud computing', 'Power-performance tradeoffs', 'Power budgeting', 'Power capping']"
paul blain levy,University of Birmingham,https://scholar.google.com/citations?hl=it&user=VC_jJ1gAAAAJ,975,"paul blain levy - University of Birmingham - ['semantics of programming languages', 'game semantics', 'call-by-push-value', 'category theory', 'semantics of nondeterminism']",1650,21,"['semantics of programming languages', 'game semantics', 'call-by-push-value', 'category theory', 'semantics of nondeterminism']"
ketan savla,University of Southern California,https://scholar.google.com/citations?hl=it&user=z1rud1oAAAAJ,976,"ketan savla - University of Southern California - ['Systems and Control', 'Optimization', 'Dynamical Networks', 'Queueing Systems', 'Infrastructure and Robotics']",2773,26,"['Systems and Control', 'Optimization', 'Dynamical Networks', 'Queueing Systems', 'Infrastructure and Robotics']"
giuseppe ramacieri,University of Bologna,https://scholar.google.com/citations?hl=it&user=V8XGh-4AAAAJ,977,giuseppe ramacieri - University of Bologna - ['Down syndrome'],160,7,['Down syndrome']
stefano montanelli,Università degli Studi di Milano,https://scholar.google.com/citations?hl=it&user=aRgwxwkAAAAJ,978,"stefano montanelli - Università degli Studi di Milano - ['semantic web', 'similarity matching', 'web data classification', 'data science', 'crowdsourcing']",2276,24,"['semantic web', 'similarity matching', 'web data classification', 'data science', 'crowdsourcing']"
eva blomqvist,Linköping University,https://scholar.google.com/citations?hl=it&user=4ftCkeQAAAAJ,980,"eva blomqvist - Linköping University - ['Semantic Web', 'Artificial Intelligence', 'Knowledge Graphs', 'Ontology Engineering', 'Linked Data']",3475,25,"['Semantic Web', 'Artificial Intelligence', 'Knowledge Graphs', 'Ontology Engineering', 'Linked Data']"
david richter,SHARE BERLIN Institute,https://scholar.google.com/citations?hl=it&user=CH8lCNgAAAAJ,981,"david richter - SHARE BERLIN Institute - ['Lifespan Development', 'Personality Development', 'Subjective Well Being', 'Survey Methodology', 'Panel Surveys']",4479,31,"['Lifespan Development', 'Personality Development', 'Subjective Well Being', 'Survey Methodology', 'Panel Surveys']"
andrea pascucci,University of Bologna,https://scholar.google.com/citations?hl=it&user=KqjuxU0AAAAJ,982,"andrea pascucci - University of Bologna - ['Probability', 'Stochastic and Partial Differential Equations', 'Financial mathematics']",2601,28,"['Probability', 'Stochastic and Partial Differential Equations', 'Financial mathematics']"
francesco bullo,UC Santa Barbara,https://scholar.google.com/citations?hl=it&user=stCtR0QAAAAJ,983,"francesco bullo - UC Santa Barbara - ['Systems and Control', 'Multi-Agent Systems', 'Robotic Networks', 'Power Systems', 'Social Networks']",38088,81,"['Systems and Control', 'Multi-Agent Systems', 'Robotic Networks', 'Power Systems', 'Social Networks']"
sara onnivello,Università di Padova,https://scholar.google.com/citations?hl=it&user=gfSo9_wAAAAJ,984,"sara onnivello - Università di Padova - ['Down syndrome', 'lifespan development', 'variability', 'cognition']",151,7,"['Down syndrome', 'lifespan development', 'variability', 'cognition']"
aires josé rover,Universidade Federal de Santa Catarina,https://scholar.google.com/citations?hl=it&user=yn7TFQ4AAAAJ,985,"aires josé rover - Universidade Federal de Santa Catarina - ['direito eletrônico', 'informatica jurídica', 'governo eletrônico', 'privacidade', 'segurança da informação']",1566,19,"['direito eletrônico', 'informatica jurídica', 'governo eletrônico', 'privacidade', 'segurança da informação']"
shinobu fujita,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=X4_Aa98AAAAJ,986,"shinobu fujita - Affiliazione sconosciuta - ['biochemistry', 'neurobiology']",4747,38,"['biochemistry', 'neurobiology']"
alessandro maggio,UNICT,https://scholar.google.com/citations?hl=it&user=1dZoYCIAAAAJ,987,alessandro maggio - UNICT - [],46,1,[]
fabio mariani,Université Catholique de Louvain,https://scholar.google.com/citations?hl=it&user=C171hdoAAAAJ,988,"fabio mariani - Université Catholique de Louvain - ['Growth theory', 'international migration', 'family economics.']",566,11,"['Growth theory', 'international migration', 'family economics.']"
paola mello,Universita'  di Bologna,https://scholar.google.com/citations?hl=it&user=KaSp3GYAAAAJ,989,paola mello - Universita'  di Bologna - ['Intelligenza Artificiale'],7766,38,['Intelligenza Artificiale']
valeria caiati,Eindhoven University of Technology,https://scholar.google.com/citations?hl=it&user=97fwHAYAAAAJ,990,"valeria caiati - Eindhoven University of Technology - ['Mobility as a Service', 'Smart Cities', 'Demand Modelling', 'Stated Choice Experiment']",1235,7,"['Mobility as a Service', 'Smart Cities', 'Demand Modelling', 'Stated Choice Experiment']"
emanuele mandanici,Alma Mater Studiorum - Università di Bologna,https://scholar.google.com/citations?hl=it&user=t-l_ZtAAAAAJ,992,emanuele mandanici - Alma Mater Studiorum - Università di Bologna - ['Geomatica'],780,12,['Geomatica']
diego melpignano,"R&D Director, STMicroelectronics",https://scholar.google.com/citations?hl=it&user=dmGq3cIAAAAJ,993,"diego melpignano - R&D Director, STMicroelectronics - []",1928,20,[]
federico galli,Université de Sherbrooke,https://scholar.google.com/citations?hl=it&user=UIfvLdsAAAAJ,994,"federico galli - Université de Sherbrooke - ['Industrial Chemistry', 'Chemical Engineering']",1527,24,"['Industrial Chemistry', 'Chemical Engineering']"
andrea camisa,AI Research Engineer,https://scholar.google.com/citations?hl=it&user=umBlgzAAAAAJ,995,andrea camisa - AI Research Engineer - [],256,8,[]
hamed haddadi,Imperial College London,https://scholar.google.com/citations?hl=it&user=gkA7zvoAAAAJ,996,"hamed haddadi - Imperial College London - ['Systems', 'Networks', 'Privacy']",13988,50,"['Systems', 'Networks', 'Privacy']"
maxime louvel,Bag-Era,https://scholar.google.com/citations?hl=it&user=BHfOqRIAAAAJ,998,"maxime louvel - Bag-Era - ['embedded systems', 'middleware', 'distributed systems']",275,9,"['embedded systems', 'middleware', 'distributed systems']"
schekeb fateh,"Research Assistant, ETH Zürich",https://scholar.google.com/citations?hl=it&user=CdcYYQgAAAAJ,999,"schekeb fateh - Research Assistant, ETH Zürich - ['wireless communication', 'analog-to-digital converter', 'analog-and-mixed signal SoC', 'very large-scale integration (VLSI) circuits a']",970,12,"['wireless communication', 'analog-to-digital converter', 'analog-and-mixed signal SoC', 'very large-scale integration (VLSI) circuits a']"
licia capra,University College London,https://scholar.google.com/citations?hl=it&user=iwzlsmUAAAAJ,1001,"licia capra - University College London - ['Computational social science', 'urban informatics', 'pervasive computing']",11894,57,"['Computational social science', 'urban informatics', 'pervasive computing']"
roberto veneziani,Queen Mary University of London,https://scholar.google.com/citations?hl=it&user=z5OjLJcAAAAJ,1002,"roberto veneziani - Queen Mary University of London - ['social choice theory', 'equality of opportunity', 'classical political economy', 'exploitation theory', 'theory of social democracy']",1343,21,"['social choice theory', 'equality of opportunity', 'classical political economy', 'exploitation theory', 'theory of social democracy']"
luca ansaloni,University of Pavia,https://scholar.google.com/citations?hl=it&user=7B7IenQAAAAJ,1003,luca ansaloni - University of Pavia - ['surgery'],31559,93,['surgery']
andrea simoncini,University of Florence,https://scholar.google.com/citations?hl=it&user=kmEm-oMAAAAJ,1004,"andrea simoncini - University of Florence - ['Constitutional law', 'law and technology', 'european law', 'human rights', 'subsidiarity']",976,15,"['Constitutional law', 'law and technology', 'european law', 'human rights', 'subsidiarity']"
manuel mazzara,Dean of the Faculty of Computer Science and Engineering,https://scholar.google.com/citations?hl=it&user=th6g2bgAAAAJ,1005,"manuel mazzara - Dean of the Faculty of Computer Science and Engineering - ['Software Engineering', 'Formal Methods', 'Service Oriented Architecture', 'Microservices', 'Software']",6324,36,"['Software Engineering', 'Formal Methods', 'Service Oriented Architecture', 'Microservices', 'Software']"
elisa bertino,Purdue University,https://scholar.google.com/citations?hl=it&user=EfuT9RoAAAAJ,1006,"elisa bertino - Purdue University - ['Network Security', 'Computer Security', 'Data Privacy', 'Database Systems']",55061,112,"['Network Security', 'Computer Security', 'Data Privacy', 'Database Systems']"
francesco buccafurri,Università di Reggio Calabria,https://scholar.google.com/citations?hl=it&user=NNv2wbYAAAAJ,1007,"francesco buccafurri - Università di Reggio Calabria - ['cybersecurity', 'privacy', 'trust', 'blockchain', 'artificial intelligence']",2834,28,"['cybersecurity', 'privacy', 'trust', 'blockchain', 'artificial intelligence']"
giovanni quattrone,Middlesex,https://scholar.google.com/citations?hl=it&user=cN4fbBsAAAAJ,1008,"giovanni quattrone - Middlesex - ['social computing', 'computational social science', 'urban computing']",1902,22,"['social computing', 'computational social science', 'urban computing']"
alfio ferrara,Università degli Studi di Milano,https://scholar.google.com/citations?hl=it&user=7vf1QqwAAAAJ,1009,"alfio ferrara - Università degli Studi di Milano - ['data science', 'natural language processing', 'information retrieval']",3211,29,"['data science', 'natural language processing', 'information retrieval']"
maria carla parrini,"Institut Curie, Paris",https://scholar.google.com/citations?hl=it&user=r5nu9ikAAAAJ,1010,"maria carla parrini - Institut Curie, Paris - ['Cancer Cell Biology']",4936,26,['Cancer Cell Biology']
toby walsh,UNSW,https://scholar.google.com/citations?hl=it&user=oOQ6x0IAAAAJ,1011,"toby walsh - UNSW - ['AI', 'Constraints', 'Satisfiability', 'Optimisation', 'Computational Social Choice']",26930,76,"['AI', 'Constraints', 'Satisfiability', 'Optimisation', 'Computational Social Choice']"
peter stuckey,Monash University,https://scholar.google.com/citations?hl=it&user=tvFekxwAAAAJ,1012,"peter stuckey - Monash University - ['Constraint programming', 'discrete optimization', 'programming languages', 'bioinformatics', 'heuristic search']",20221,66,"['Constraint programming', 'discrete optimization', 'programming languages', 'bioinformatics', 'heuristic search']"
jörn kohlhammer,Fraunhofer IGD,https://scholar.google.com/citations?hl=it&user=4pN6KrgAAAAJ,1013,"jörn kohlhammer - Fraunhofer IGD - ['Visual analytics', 'information visualization', 'semantics']",6797,30,"['Visual analytics', 'information visualization', 'semantics']"
danilo pianini,Alma Mater Studiorum Università di Bologna,https://scholar.google.com/citations?hl=it&user=0CLlt5oAAAAJ,1014,"danilo pianini - Alma Mater Studiorum Università di Bologna - ['Aggregate Programming', 'Pervasive Computing', 'Simulation', 'Software Engineering']",2089,24,"['Aggregate Programming', 'Pervasive Computing', 'Simulation', 'Software Engineering']"
vladimir cherman,imec,https://scholar.google.com/citations?hl=it&user=nikaESQAAAAJ,1015,"vladimir cherman - imec - ['microelectronics reliability', 'thermal', 'thermo-mechanical', 'ferroelectrics', 'microwave passive devices']",4646,28,"['microelectronics reliability', 'thermal', 'thermo-mechanical', 'ferroelectrics', 'microwave passive devices']"
enrico russo,Agenzia Spaziale Italiana,https://scholar.google.com/citations?hl=it&user=d3AB_pgAAAAJ,1016,enrico russo - Agenzia Spaziale Italiana - ['satellite'],261,6,['satellite']
francesca benassi,"DEI ""Guglielmo Marconi""",https://scholar.google.com/citations?hl=it&user=ZFa0MoIAAAAJ,1017,"francesca benassi - DEI ""Guglielmo Marconi"" - ['EM fields', 'antenna design', 'WPT']",267,8,"['EM fields', 'antenna design', 'WPT']"
azzedine boukerche,"Distinguished University Professor and Senior Canada Research Chair; FIEEE, FEiC, FCAE, FAAAS, FAAIA",https://scholar.google.com/citations?hl=it&user=RMo9P4oAAAAJ,1018,"azzedine boukerche - Distinguished University Professor and Senior Canada Research Chair; FIEEE, FEiC, FCAE, FAAAS, FAAIA - ['Sensor', 'VANETs', 'ITS', 'Edge/Cloud Smart Cities- Smart Transportation- Distributed Simulatio']",32087,87,"['Sensor', 'VANETs', 'ITS', 'Edge/Cloud Smart Cities- Smart Transportation- Distributed Simulatio']"
hassan artail,American University of Beirut,https://scholar.google.com/citations?hl=it&user=Gm0ZtJcAAAAJ,1019,"hassan artail - American University of Beirut - ['Wireless Networking', 'Internet of Things', '5G', 'Vehicular Networks']",4805,37,"['Wireless Networking', 'Internet of Things', '5G', 'Vehicular Networks']"
rasmus pagh,University of Copenhagen,https://scholar.google.com/citations?hl=it&user=VO4oS8UAAAAJ,1020,"rasmus pagh - University of Copenhagen - ['algorithms and data structures', 'randomized algorithms', 'differential privacy', 'machine learning algorithms']",12469,45,"['algorithms and data structures', 'randomized algorithms', 'differential privacy', 'machine learning algorithms']"
andrea prati,University of Parma,https://scholar.google.com/citations?hl=it&user=PJAxU3QAAAAJ,1021,"andrea prati - University of Parma - ['Deep learning', 'generative models', 'video surveillance', 'computer vision', 'pattern recognition']",9844,44,"['Deep learning', 'generative models', 'video surveillance', 'computer vision', 'pattern recognition']"
jon sneyers,Cloudinary,https://scholar.google.com/citations?hl=it&user=cwkHAnYAAAAJ,1022,"jon sneyers - Cloudinary - ['image compression', 'logic programming']",862,15,"['image compression', 'logic programming']"
fabrizio dini,"Phd, Ground Transportation Systems Italia",https://scholar.google.com/citations?hl=it&user=0w9JdeEAAAAJ,1023,"fabrizio dini - Phd, Ground Transportation Systems Italia - ['Computer Vision', 'Machine Learning', 'Pattern Recognition']",313,9,"['Computer Vision', 'Machine Learning', 'Pattern Recognition']"
paulo quaresma,Universidade de Évora,https://scholar.google.com/citations?hl=it&user=YuF0_wsAAAAJ,1024,"paulo quaresma - Universidade de Évora - ['Natural Language Processing', 'Artificial Intelligence']",2550,25,"['Natural Language Processing', 'Artificial Intelligence']"
pascal weisenburger,University of St. Gallen,https://scholar.google.com/citations?hl=it&user=yvV0m0gAAAAJ,1025,"pascal weisenburger - University of St. Gallen - ['Programming Languages', 'Multitier Programming', 'Distributed Programming', 'Distributed Systems', 'Reactive Programming']",277,9,"['Programming Languages', 'Multitier Programming', 'Distributed Programming', 'Distributed Systems', 'Reactive Programming']"
adam wyner,Swansea University,https://scholar.google.com/citations?hl=it&user=SzgOFVgAAAAJ,1026,"adam wyner - Swansea University - ['Artificial Intelligence', 'Argumentation', 'Law', 'Semantic Web', 'Natural Language Processing']",3168,29,"['Artificial Intelligence', 'Argumentation', 'Law', 'Semantic Web', 'Natural Language Processing']"
leonardo galteri,Pegaso Telematic University,https://scholar.google.com/citations?hl=it&user=_n2R2bUAAAAJ,1027,"leonardo galteri - Pegaso Telematic University - ['Computer Vision', 'Multimedia', 'Machine Learning', 'Deep Learning', 'Pattern Recognition']",991,11,"['Computer Vision', 'Multimedia', 'Machine Learning', 'Deep Learning', 'Pattern Recognition']"
mikhail komarov,National Research University Higher School of Economics,https://scholar.google.com/citations?hl=it&user=9IvB7kMAAAAJ,1028,mikhail komarov - National Research University Higher School of Economics - [],1046,15,[]
thomas burger,CEA,https://scholar.google.com/citations?hl=it&user=w-U2SwoAAAAJ,1029,"thomas burger - CEA - ['Statistical Proteomics', 'Computational Mass Spectrometry']",1975,20,"['Statistical Proteomics', 'Computational Mass Spectrometry']"
letizia mortara,University of Cambridge,https://scholar.google.com/citations?hl=it&user=01ndevAAAAAJ,1031,"letizia mortara - University of Cambridge - ['Open Innovation', 'Technology Intelligence', 'Additive Manufacturing Processes']",4295,32,"['Open Innovation', 'Technology Intelligence', 'Additive Manufacturing Processes']"
pietro salvagnini,Linkverse / Cosmo AI,https://scholar.google.com/citations?hl=it&user=nWGOth8AAAAJ,1032,"pietro salvagnini - Linkverse / Cosmo AI - ['Computer Vision', 'Artificial Intelligence']",449,10,"['Computer Vision', 'Artificial Intelligence']"
bojan milosevic,"Post-Doc Researcher, FBK, Italy",https://scholar.google.com/citations?hl=it&user=kBZI9h0AAAAJ,1033,"bojan milosevic - Post-Doc Researcher, FBK, Italy - ['Embedded Systems', 'Ambient Intelligence', 'Wireless Sensor Networks', 'Body Area Networks', 'Motion Tracking']",1252,18,"['Embedded Systems', 'Ambient Intelligence', 'Wireless Sensor Networks', 'Body Area Networks', 'Motion Tracking']"
daniela bolzani,University of Bologna,https://scholar.google.com/citations?hl=it&user=Ma041xIAAAAJ,1035,daniela bolzani - University of Bologna - ['Entrepreneurship'],945,14,['Entrepreneurship']
damiana lazzaro,University of Bologna,https://scholar.google.com/citations?hl=it&user=cv3dpV4AAAAJ,1036,"damiana lazzaro - University of Bologna - ['Numerical Analysis', 'Image Processing', 'Compressed Sensing', 'Radial Basis Function']",899,15,"['Numerical Analysis', 'Image Processing', 'Compressed Sensing', 'Radial Basis Function']"
andrea borasi,Humanitas Gradenigo,https://scholar.google.com/citations?hl=it&user=0h4sa7oAAAAJ,1037,andrea borasi - Humanitas Gradenigo - [],737,8,[]
luca canzian,"Radio Navigation Engineer, Qascom",https://scholar.google.com/citations?hl=it&user=Bjf-KF8AAAAJ,1038,"luca canzian - Radio Navigation Engineer, Qascom - ['GNSS systems', 'big data', 'machine learning', 'game theory']",915,13,"['GNSS systems', 'big data', 'machine learning', 'game theory']"
alberto bartoli,"Associate Professor of Computer Engineering, University of Trieste",https://scholar.google.com/citations?hl=it&user=PMy0x0MAAAAJ,1039,"alberto bartoli - Associate Professor of Computer Engineering, University of Trieste - ['Security', 'Applied Machine Learning', 'Evolutionary Computation']",2496,28,"['Security', 'Applied Machine Learning', 'Evolutionary Computation']"
riccardo scheda,University of Bologna,https://scholar.google.com/citations?hl=it&user=-HLanQYAAAAJ,1040,"riccardo scheda - University of Bologna - ['AI', 'Deep learning in Health and Well Being']",97,4,"['AI', 'Deep learning in Health and Well Being']"
dympna casey,national university of ireland galway,https://scholar.google.com/citations?hl=it&user=ELHAKeQAAAAJ,1041,dympna casey - national university of ireland galway - [],14965,45,[]
gianni pasolini,University of Bologna,https://scholar.google.com/citations?hl=it&user=uc__nIIAAAAJ,1042,gianni pasolini - University of Bologna - [],1407,18,[]
silvio peroni,University of Bologna,https://scholar.google.com/citations?hl=it&user=uNyDqoUAAAAJ,1043,"silvio peroni - University of Bologna - ['Semantic Publishing', 'Semantic Web', 'Open Science', 'Science of Science', 'Scholarly Communication']",3896,32,"['Semantic Publishing', 'Semantic Web', 'Open Science', 'Science of Science', 'Scholarly Communication']"
kai zhao,Heilongjiang University,https://scholar.google.com/citations?hl=it&user=e6vAN8MAAAAJ,1044,kai zhao - Heilongjiang University - ['Veterinary immunology，Vaccine adjuvant，Delivery system，Mucosal immunity，Endophytic fungi，Secondary metabolites'],4236,31,['Veterinary immunology，Vaccine adjuvant，Delivery system，Mucosal immunity，Endophytic fungi，Secondary metabolites']
marco postiglione,"PhD, Northwestern University",https://scholar.google.com/citations?hl=it&user=_wU3MxUAAAAJ,1045,"marco postiglione - PhD, Northwestern University - ['Deep Learning', 'Natural Language Processing', 'Graph Analytics']",240,5,"['Deep Learning', 'Natural Language Processing', 'Graph Analytics']"
heejune ahn,Seoul National University of Science and Technology,https://scholar.google.com/citations?hl=it&user=l-V_-LUAAAAJ,1046,"heejune ahn - Seoul National University of Science and Technology - ['3D computer vision and graphics', 'deeping learning', 'mobile multimedia and XR']",2223,17,"['3D computer vision and graphics', 'deeping learning', 'mobile multimedia and XR']"
maria pia fantini,University of Bologna,https://scholar.google.com/citations?hl=it&user=Y4SYrboAAAAJ,1047,"maria pia fantini - University of Bologna - ['Public Health', 'Epidemiology', 'Health Services Research']",11379,58,"['Public Health', 'Epidemiology', 'Health Services Research']"
dimitris papadias,HKUST,https://scholar.google.com/citations?hl=it&user=7BPMWSkAAAAJ,1048,dimitris papadias - HKUST - ['Databases'],22112,71,['Databases']
gabriele anania,Affiliazione sconosciuta,https://scholar.google.com/citations?hl=it&user=jfQ5H_sAAAAJ,1049,gabriele anania - Affiliazione sconosciuta - [],4776,29,[]
alessandro russo,Università di Milano-Bicocca,https://scholar.google.com/citations?hl=it&user=WoC7PuUAAAAJ,1050,alessandro russo - Università di Milano-Bicocca - ['Numerical Analysis'],9098,44,['Numerical Analysis']
edward fox,Virginia Tech,https://scholar.google.com/citations?hl=it&user=KcbSBrUAAAAJ,1051,"edward fox - Virginia Tech - ['digital libraries', 'information retrieval', 'multimedia', 'education', 'linguistics']",21314,66,"['digital libraries', 'information retrieval', 'multimedia', 'education', 'linguistics']"
melissa licciardello,Oracle Labs,https://scholar.google.com/citations?hl=it&user=eGi2GWEAAAAJ,1052,"melissa licciardello - Oracle Labs - ['Video Streaming', 'Networking']",275,7,"['Video Streaming', 'Networking']"
ian miguel,University of St Andrews,https://scholar.google.com/citations?hl=it&user=IS6YSBkAAAAJ,1053,ian miguel - University of St Andrews - ['Constraint Programming'],4195,38,['Constraint Programming']
ilias tachmazidis,University of Huddersfield,https://scholar.google.com/citations?hl=it&user=-QBmDHUAAAAJ,1054,"ilias tachmazidis - University of Huddersfield - ['Knowledge Representation and Reasoning', 'Semantic Web']",591,14,"['Knowledge Representation and Reasoning', 'Semantic Web']"
martino belvederi murri,"Institute of Psychiatry, Dep. Neuroscience and Rehabilitation, University of Ferrara",https://scholar.google.com/citations?hl=it&user=UYWVw78AAAAJ,1055,"martino belvederi murri - Institute of Psychiatry, Dep. Neuroscience and Rehabilitation, University of Ferrara - ['Psychiatry', 'psychoneuroendocrinology']",6093,41,"['Psychiatry', 'psychoneuroendocrinology']"
marco cristani,Università degli Studi di Verona,https://scholar.google.com/citations?hl=it&user=LbgTPRwAAAAJ,1056,"marco cristani - Università degli Studi di Verona - ['Statistical Pattern Recognition', 'Computer Vision', 'Multimedia', 'Social Signal Processing']",12172,50,"['Statistical Pattern Recognition', 'Computer Vision', 'Multimedia', 'Social Signal Processing']"
daniele tarchi,University of Bologna,https://scholar.google.com/citations?hl=it&user=6thaP9wAAAAJ,1057,"daniele tarchi - University of Bologna - ['Wireless Communications', 'Wireless Networking', 'Edge/Fog Computing']",2800,29,"['Wireless Communications', 'Wireless Networking', 'Edge/Fog Computing']"
walter kasper,DFKI GmbH,https://scholar.google.com/citations?hl=it&user=XukHicYAAAAJ,1058,walter kasper - DFKI GmbH - [],985,15,[]
victor rivera,AWS,https://scholar.google.com/citations?hl=it&user=FxdRLcIAAAAJ,1059,victor rivera - AWS - ['Testing'],660,16,['Testing']
simone rondelli,Amazon Neptune,https://scholar.google.com/citations?hl=it&user=_w5oy5MAAAAJ,1060,simone rondelli - Amazon Neptune - ['Graph Databases'],149,4,['Graph Databases']
azzurra meoli,University of Bologna,https://scholar.google.com/citations?hl=it&user=VHig0ZAAAAAJ,1061,"azzurra meoli - University of Bologna - ['Entrepreneurship', 'Innovation']",425,6,"['Entrepreneurship', 'Innovation']"
giuseppe mincolelli,Università degli studi di Ferrara,https://scholar.google.com/citations?hl=it&user=xQR8WkMAAAAJ,1062,"giuseppe mincolelli - Università degli studi di Ferrara - ['Design', 'Innovation', 'Inclusion', 'Sustainability']",450,11,"['Design', 'Innovation', 'Inclusion', 'Sustainability']"
luca cattelani,University of Eastern Finland,https://scholar.google.com/citations?hl=it&user=rFYXRdYAAAAJ,1063,"luca cattelani - University of Eastern Finland - ['Artificial intelligence', 'Bioinformatics']",486,11,"['Artificial intelligence', 'Bioinformatics']"
ken satoh,National Institute of Informatics,https://scholar.google.com/citations?hl=it&user=y-Y85iwAAAAJ,1064,ken satoh - National Institute of Informatics - ['Artificial Intelligence'],3268,30,['Artificial Intelligence']
